Age,EstimatedSalary,Gender,IsStudent,DailyInternetUsage,TimeSpentOnApp,Purchased
49,71559,Male,0,109,28.73,1
38,55664,Male,1,149,23.71,1
26,43839,Female,1,99,36.99,1
18,70497,Male,0,237,29.55,1
21,123937,Female,0,98,27.59,1
21,84461,Female,1,59,47.75,1
43,80395,Male,1,33,52.83,1
51,73341,Male,0,274,26.52,1
44,70723,Female,1,84,43.25,1
32,72060,Male,0,234,53.71,1
49,93421,Male,0,224,1.98,1
58,35407,Male,0,139,3.09,1
24,105726,Female,1,43,28.29,1
31,76918,Male,0,79,38.7,1
40,78906,Male,1,31,5.93,1
18,93499,Male,1,72,6.17,1
49,98947,Male,1,227,19.31,1
58,71367,Female,1,108,24.16,1
43,41306,Male,0,81,23.45,1
26,15000,Female,0,221,37.34,1
33,66424,Male,0,213,41.11,1
48,69488,Male,0,268,56.15,1
19,85673,Female,1,270,22.79,1
49,44118,Female,0,255,4.37,1
27,95603,Female,0,176,3.63,1
42,119359,Male,1,164,40.6,1
35,58449,Female,0,255,58.52,1
51,97088,Male,1,256,19.51,1
46,100760,Male,1,292,5.03,1
41,104022,Male,0,244,40.61,1
20,101975,Female,1,92,1.29,1
32,99272,Female,0,248,27.97,1
20,81216,Female,1,277,34.31,1
48,101317,Female,1,34,27.57,1
27,65125,Female,0,289,45.86,1
55,95343,Female,0,92,55.54,1
39,120745,Male,1,203,32.53,1
31,34359,Male,0,58,47.35,1
26,34430,Male,0,176,2.2,1
35,62950,Female,1,154,14.49,1
25,87028,Male,0,132,57.87,1
55,55145,Female,1,216,12.73,1
32,79923,Male,0,280,34.28,1
32,75199,Male,0,160,34.24,1
23,76072,Female,1,64,44.39,1
29,37470,Male,0,66,32.9,1
59,127375,Male,0,107,19.37,1
36,83753,Female,0,270,3.02,1
57,88183,Female,0,200,37.93,1
22,93622,Male,0,259,34.89,1
44,94613,Male,0,45,26.58,1
27,62866,Female,1,124,38.84,1
31,98655,Male,0,34,7.88,1
51,71553,Male,1,72,15.92,1
32,104217,Female,1,156,46.12,1
46,57468,Female,0,168,10.37,1
43,63344,Male,0,127,51.39,1
44,82050,Male,0,127,23.27,1
20,50582,Female,0,107,59.23,1
20,47842,Male,0,222,25.86,1
52,54651,Female,0,200,11.92,1
52,94694,Male,0,296,33.54,1
23,96524,Female,0,180,4.39,1
31,76891,Female,1,75,31.88,1
43,48722,Female,1,108,34.88,1
20,59113,Male,0,183,53.15,1
50,72655,Male,1,213,15.37,1
59,51865,Female,0,46,28.12,1
30,94478,Female,0,244,33.48,1
46,76981,Male,0,243,19.15,1
26,97588,Male,1,31,14.98,1
49,68012,Female,0,32,3.11,1
39,134361,Female,0,152,43.24,1
39,80334,Male,0,115,32.26,1
51,23361,Female,1,113,37.51,1
27,78784,Male,0,251,11.4,1
42,53720,Female,0,187,13.15,1
29,118481,Male,1,156,45.64,1
20,49340,Male,1,298,46.24,1
36,109931,Male,1,57,55.67,1
50,38042,Male,1,182,21.3,1
43,56873,Female,0,150,37.16,1
30,43197,Female,1,148,21.04,1
24,77784,Female,1,129,33.45,1
51,105058,Female,0,230,41.62,1
39,48824,Female,1,289,55.0,1
37,33657,Male,0,225,51.5,1
40,84951,Female,0,161,40.66,1
31,63217,Male,0,186,2.15,1
47,50457,Female,0,262,5.28,1
40,62735,Female,0,133,3.53,1
36,88808,Male,0,48,51.14,1
56,97652,Female,0,245,6.68,1
58,52102,Female,0,290,59.33,1
53,86121,Female,1,269,19.35,1
23,60090,Female,0,256,52.07,1
40,65646,Female,0,70,36.65,1
27,62624,Male,0,58,52.16,1
52,52524,Male,1,174,27.9,1
38,107683,Male,0,204,59.02,1
49,26869,Male,1,62,27.11,1
47,79787,Male,0,227,10.2,1
50,101197,Female,1,105,40.16,1
23,29344,Female,0,38,5.9,1
22,75968,Male,0,96,24.93,1
32,74453,Female,0,95,56.36,1
42,103175,Female,0,209,29.08,1
30,34086,Female,0,165,28.68,1
23,123907,Male,0,93,43.69,1
54,69298,Female,0,70,51.61,1
19,106353,Female,1,57,17.6,1
34,106848,Male,0,280,38.35,1
41,26238,Female,0,184,5.56,1
29,56492,Female,0,163,23.64,1
31,99523,Female,1,207,26.32,1
24,63102,Male,1,162,2.22,1
43,92367,Male,1,274,49.05,1
49,60275,Male,1,250,57.75,1
46,74972,Female,0,275,32.95,1
56,39115,Female,1,257,49.39,1
26,66466,Female,0,115,22.54,1
31,45994,Female,1,132,19.82,1
34,72088,Male,0,206,32.58,1
42,77778,Female,0,104,48.74,1
47,121713,Female,0,184,25.44,1
46,70165,Male,0,239,27.0,1
46,42009,Female,0,144,4.77,1
35,82770,Female,0,252,23.64,1
48,36113,Female,1,200,1.42,1
36,58775,Male,0,190,46.58,1
34,75704,Female,1,269,58.16,1
23,37853,Male,0,236,9.99,1
29,55252,Female,0,72,43.93,1
55,55360,Male,0,111,25.61,1
20,37348,Female,0,226,47.05,1
52,112227,Male,1,210,56.16,1
50,57795,Female,0,246,8.57,1
46,38819,Male,1,290,18.56,1
20,115647,Male,0,261,19.13,1
22,106710,Male,1,109,7.02,1
31,68825,Female,1,57,40.2,1
53,33949,Male,1,133,58.05,1
45,108141,Male,1,193,5.8,1
58,62237,Female,0,224,39.57,1
49,55334,Male,0,240,28.84,1
35,53543,Male,1,32,36.72,1
59,82267,Male,0,79,49.7,1
57,51947,Female,0,269,16.75,1
30,59372,Male,1,289,5.49,1
19,33942,Female,0,168,29.53,1
42,36775,Female,0,31,12.51,1
37,92937,Male,0,285,20.62,1
24,66048,Male,0,258,26.32,1
28,45241,Female,0,256,50.93,1
22,59695,Male,0,186,38.93,1
46,60126,Male,0,54,20.74,1
35,36939,Female,0,150,6.0,1
25,58566,Male,0,192,57.46,1
44,63374,Female,0,171,1.1,1
59,18917,Female,0,72,41.87,1
19,64886,Male,0,80,1.2,1
52,58773,Male,1,97,29.94,1
43,63480,Female,0,197,9.43,1
40,82353,Female,0,162,3.55,1
22,86722,Female,0,175,47.65,1
33,45722,Female,0,229,24.33,1
59,84473,Male,1,287,14.75,1
28,60374,Male,0,84,18.73,1
36,107756,Male,0,226,41.5,1
33,88195,Male,0,137,14.26,1
49,69410,Male,0,85,49.23,1
29,62075,Female,0,101,53.03,1
19,51351,Female,0,117,22.8,1
39,58053,Male,1,248,39.55,1
43,25342,Male,0,241,24.47,1
50,73761,Female,0,295,4.56,1
41,49808,Female,0,182,51.49,1
22,72078,Male,0,229,54.03,1
38,45364,Male,0,188,32.04,1
35,78923,Male,0,120,9.68,1
56,83122,Male,1,178,11.25,1
22,78638,Female,0,154,1.13,1
25,75882,Female,1,277,39.03,1
38,15000,Female,1,260,16.89,1
22,71960,Male,0,177,10.44,1
30,52057,Male,0,157,16.04,1
36,66561,Female,0,219,1.64,1
46,59478,Male,0,120,26.9,1
19,49248,Male,0,162,45.11,1
54,55489,Female,1,54,54.73,1
43,77789,Male,0,196,15.55,1
46,96581,Male,1,239,58.53,1
22,67812,Male,1,293,59.43,1
49,120734,Male,0,199,28.25,1
55,52279,Female,1,283,40.3,1
19,103764,Male,0,280,27.46,1
22,49451,Female,0,34,1.81,1
50,67109,Male,0,73,10.81,1
52,52850,Female,0,111,8.32,1
36,62160,Female,0,189,5.19,1
32,88000,Female,0,213,35.07,1
52,69246,Male,1,36,47.37,1
25,63331,Male,1,297,11.5,1
18,103052,Male,0,270,34.01,1
55,43888,Male,0,46,32.41,1
39,39492,Female,0,102,30.5,1
34,29631,Female,1,293,9.3,1
33,65707,Female,0,269,5.08,1
18,67471,Female,0,51,6.52,1
20,16986,Male,0,186,54.09,1
23,38510,Male,1,67,10.14,1
20,60315,Male,0,241,9.62,1
47,94866,Male,0,200,9.29,1
28,118192,Female,0,202,24.29,1
44,96073,Female,0,298,20.66,1
39,131498,Male,1,105,1.62,1
23,52393,Male,1,110,27.68,1
55,81888,Female,0,163,41.1,1
58,84689,Male,0,179,23.57,1
48,47906,Female,0,282,40.41,1
23,79986,Female,1,224,17.32,1
37,53798,Female,0,45,39.74,1
58,51694,Male,0,114,23.05,1
28,42180,Male,0,126,17.96,1
19,63470,Female,1,224,28.33,1
48,83904,Female,1,206,51.89,1
55,41125,Female,0,169,25.99,1
43,58827,Male,0,234,30.65,1
44,56379,Female,1,147,23.87,1
48,72815,Male,0,31,27.14,1
41,56825,Male,0,50,48.42,1
30,36061,Male,0,81,48.82,1
42,77362,Female,0,238,55.07,1
54,58392,Male,0,42,38.39,1
58,71495,Male,0,122,1.03,1
42,85126,Female,1,116,48.39,1
46,80703,Female,0,72,58.39,1
48,47416,Female,0,211,20.53,1
56,69040,Male,0,132,40.47,1
19,52304,Male,1,224,17.06,1
29,81494,Female,0,205,21.25,1
22,79369,Male,0,262,36.42,1
44,45492,Male,1,175,48.24,1
51,51964,Male,1,209,31.98,1
31,50021,Female,0,57,11.06,1
24,80478,Female,0,280,51.56,1
54,91126,Female,0,291,57.66,1
53,93355,Male,0,77,47.23,1
27,46788,Male,0,207,52.93,1
46,31285,Female,0,105,3.34,1
33,58547,Female,0,82,27.75,1
55,84384,Male,0,138,10.3,1
38,42712,Male,1,110,37.67,1
55,89130,Male,1,48,43.37,1
58,20321,Male,1,188,25.58,1
50,101321,Male,1,103,43.88,1
46,69059,Male,1,30,55.69,1
34,97613,Male,0,140,53.09,1
30,74680,Male,0,240,23.8,1
23,64931,Female,0,284,31.83,1
19,79186,Female,0,206,20.24,1
25,109069,Male,0,218,3.03,1
49,37847,Male,0,139,30.44,1
53,86850,Female,0,189,35.22,1
26,90230,Male,0,134,7.26,1
40,65886,Female,0,144,33.28,1
24,50699,Male,0,256,56.84,1
48,47395,Female,1,213,54.49,1
38,29173,Male,1,181,44.87,1
18,54346,Male,0,131,30.92,1
19,70454,Male,0,284,41.71,1
57,54240,Male,0,107,1.71,1
28,63405,Female,0,220,1.71,1
54,27824,Male,0,299,16.86,1
35,87226,Male,0,170,57.88,1
41,79353,Male,0,103,31.35,1
36,27185,Female,0,185,15.83,1
22,82352,Male,1,160,33.19,1
46,90877,Male,1,153,15.06,1
56,69891,Female,0,205,52.95,1
19,73425,Male,0,262,8.58,1
34,54015,Male,0,181,8.54,1
28,92814,Male,1,129,12.18,1
54,61305,Female,0,259,44.51,1
30,53411,Female,0,220,50.26,1
46,42021,Male,1,103,2.76,1
49,68729,Female,0,195,51.53,1
57,61300,Female,0,127,4.09,1
25,40672,Female,0,68,47.95,1
27,82859,Female,0,114,23.75,1
42,103317,Female,0,283,44.69,1
28,88471,Male,0,229,7.94,1
45,85108,Male,0,179,50.46,1
50,51795,Female,0,90,33.97,1
56,60260,Female,0,199,1.33,1
43,48660,Male,0,206,41.56,1
25,84438,Female,1,94,55.1,1
55,53775,Male,0,55,25.83,1
43,99527,Male,0,285,5.21,1
49,54632,Male,0,46,3.98,1
45,80724,Male,0,220,22.64,1
24,123136,Female,0,156,56.23,1
52,122049,Male,0,236,32.51,1
19,55356,Male,1,140,49.67,1
39,108647,Female,0,48,58.47,1
39,68900,Male,1,146,49.94,1
20,65447,Female,1,211,14.03,1
25,75111,Male,0,166,5.88,1
21,72007,Female,0,287,18.51,1
32,30612,Female,0,285,46.41,1
56,60466,Female,1,243,29.14,1
29,51879,Male,0,145,42.44,1
46,68483,Male,0,288,11.66,1
26,49165,Male,0,192,57.13,1
59,63426,Male,1,298,37.94,1
57,69942,Male,1,224,38.08,1
37,70469,Female,0,35,58.0,1
51,79098,Male,0,267,7.45,1
43,90724,Female,0,112,32.11,1
38,30772,Male,0,290,52.41,1
40,55475,Male,0,239,19.81,1
35,61994,Female,1,224,9.13,1
41,86721,Male,1,220,40.97,1
59,57838,Female,1,135,39.61,1
46,56885,Male,0,77,2.93,1
55,32782,Male,0,82,51.15,1
55,96792,Male,0,158,56.58,1
30,73582,Female,1,212,58.81,1
49,53136,Male,1,239,51.94,1
36,105912,Male,0,65,1.87,1
34,92372,Male,0,136,45.08,1
19,94195,Male,0,166,12.69,1
35,33139,Female,1,63,41.32,1
56,80413,Male,1,70,21.15,1
44,46047,Male,1,59,47.04,1
31,70591,Male,1,144,39.88,1
32,35018,Male,0,269,1.37,1
25,68694,Female,1,104,25.04,1
26,66396,Female,0,207,11.49,1
38,86767,Male,0,43,7.8,1
52,59120,Female,0,299,20.98,1
31,65828,Female,1,173,42.81,1
44,54666,Female,0,101,14.88,1
25,68622,Female,1,292,8.18,1
52,66756,Female,0,47,8.72,1
35,101469,Female,0,70,30.83,1
31,56076,Male,0,40,58.44,1
25,99995,Female,0,46,26.59,1
25,57471,Male,0,43,54.17,1
54,105441,Female,0,212,44.04,1
19,100264,Male,1,32,19.78,1
34,94323,Female,0,105,39.19,1
30,55293,Male,0,230,1.22,1
31,73388,Male,0,77,55.24,1
58,101475,Female,0,297,21.59,1
58,54879,Male,0,222,32.99,1
26,75490,Female,1,217,17.39,1
44,84530,Male,0,108,2.0,1
37,60028,Female,0,278,19.05,1
55,48929,Male,1,89,22.64,1
29,45547,Female,1,195,34.75,1
59,109772,Male,1,122,16.51,1
39,102028,Male,0,105,31.16,1
54,95236,Male,1,260,50.32,1
56,102946,Female,0,228,32.34,1
48,83464,Male,1,40,24.59,1
30,60239,Male,0,91,13.26,1
18,63326,Female,0,284,28.88,1
55,46174,Female,0,170,43.24,1
57,89841,Male,0,72,43.91,1
26,51890,Female,0,204,5.84,1
56,69045,Female,0,203,22.34,1
27,74581,Female,0,286,18.5,1
46,71615,Male,0,202,21.31,1
57,91945,Male,1,53,37.94,1
47,106850,Female,1,163,6.68,1
19,70602,Female,0,56,59.15,1
35,90527,Female,1,75,9.21,1
45,73147,Male,1,242,41.53,1
49,71782,Female,0,228,1.16,1
41,79597,Female,0,155,8.74,1
55,124145,Male,1,239,32.63,1
31,106346,Female,0,113,41.73,1
42,80851,Male,0,86,40.93,1
42,66377,Female,1,150,14.28,1
49,60556,Male,0,118,29.07,1
44,65318,Male,1,293,29.06,1
49,89325,Male,0,99,44.64,1
48,70447,Male,0,45,20.36,1
41,65129,Female,1,86,38.73,1
52,75550,Male,1,34,50.08,1
47,68007,Male,0,213,22.97,1
50,64917,Female,1,192,50.29,1
50,102868,Female,0,140,59.02,1
44,58034,Male,0,143,26.32,1
50,39236,Female,0,74,51.6,1
50,74673,Male,0,75,37.9,1
21,53686,Male,0,281,45.0,1
47,65237,Male,0,242,56.42,1
32,96921,Female,0,177,21.88,1
46,88128,Male,0,168,53.9,1
45,69186,Female,0,265,38.18,1
49,54085,Female,1,134,37.37,1
53,62391,Female,1,139,9.66,1
47,159996,Female,0,63,6.72,1
59,115122,Male,1,215,55.73,1
55,65425,Male,0,290,25.3,1
59,79753,Male,0,37,52.5,1
29,15000,Female,1,196,21.12,1
20,61370,Female,0,152,47.36,1
32,90093,Male,1,90,26.27,1
27,62747,Female,1,220,31.52,1
39,72896,Female,0,198,56.67,1
40,71462,Female,0,87,8.14,1
28,92714,Male,0,41,22.28,1
33,27057,Female,1,155,57.1,1
33,50901,Male,1,250,46.89,1
31,80849,Female,0,228,33.12,1
23,50407,Male,0,65,26.95,1
59,100560,Female,1,215,11.22,1
34,64277,Male,1,278,37.98,1
48,25470,Female,1,59,55.97,1
59,58961,Female,0,53,23.58,1
27,104331,Female,0,124,45.44,1
37,30788,Male,0,66,26.81,1
26,76779,Female,0,275,53.95,1
32,79910,Female,1,207,3.19,1
56,65911,Male,0,254,7.89,1
19,61138,Male,1,142,16.49,1
21,67900,Male,1,264,57.87,1
41,65547,Female,0,203,26.92,1
35,88801,Male,0,67,55.07,1
28,71819,Female,1,112,42.58,1
54,105225,Male,1,217,12.44,1
43,74191,Female,1,263,47.53,1
25,73761,Male,1,163,1.96,1
39,91670,Female,0,123,52.37,1
22,33676,Male,0,257,33.94,1
19,66352,Male,0,259,37.67,1
22,61300,Male,1,211,47.81,1
52,50728,Male,0,67,44.05,1
49,63941,Female,0,246,42.03,1
36,118358,Female,1,126,44.2,1
56,48206,Female,0,128,6.83,1
21,59235,Male,0,285,7.67,1
40,123455,Male,0,279,50.69,1
36,75899,Male,0,108,49.72,1
43,101934,Female,0,79,6.97,1
43,92312,Male,0,84,37.02,1
24,66767,Female,0,163,41.28,1
49,94656,Female,0,288,28.05,1
50,89262,Female,1,281,54.8,1
43,111732,Female,1,79,19.05,1
41,65075,Male,1,198,27.14,1
40,49195,Female,0,271,19.32,1
55,79778,Male,1,129,54.07,1
43,73603,Female,0,255,21.04,1
48,50562,Female,0,165,58.75,1
23,87744,Female,0,144,12.34,1
48,83184,Male,0,164,1.7,1
57,62617,Male,0,239,7.93,1
29,85111,Female,0,265,52.11,1
34,75181,Male,0,46,23.02,1
43,61552,Male,1,125,54.94,1
20,85786,Female,0,102,30.99,1
32,67406,Female,1,199,48.55,1
55,83703,Male,0,101,16.55,1
41,103368,Male,1,246,55.03,1
47,50687,Female,0,104,23.42,1
53,92937,Female,0,80,27.44,1
44,69856,Female,0,129,23.26,1
39,68169,Male,0,155,58.79,1
19,95754,Female,0,58,6.93,1
24,80615,Male,0,283,27.27,1
33,49175,Female,1,51,32.61,1
41,81103,Male,1,108,45.64,1
47,76353,Female,1,114,12.09,1
18,80276,Female,1,211,11.02,1
44,67460,Male,0,132,52.6,1
26,64038,Male,1,283,8.9,1
24,63925,Female,1,279,22.11,1
22,18746,Female,1,48,58.51,1
47,89704,Female,0,52,11.17,1
59,56593,Female,1,117,30.89,1
44,62327,Female,0,176,56.51,1
27,69540,Female,0,294,3.25,1
42,105879,Female,0,201,1.93,1
35,27362,Male,0,80,18.38,1
24,52490,Female,0,159,36.7,1
48,76907,Male,1,182,14.82,1
49,15000,Male,0,252,41.23,1
28,67282,Female,0,35,28.03,1
27,59245,Female,0,65,24.96,1
39,59102,Female,0,287,18.15,1
48,68224,Male,0,163,50.93,1
58,79710,Female,0,199,33.84,1
31,40445,Male,0,192,14.94,1
20,84113,Male,0,124,55.0,1
41,62413,Female,0,128,36.18,1
31,104878,Male,0,146,54.81,1
33,93219,Female,0,107,14.67,1
45,64948,Female,1,207,12.39,1
52,92224,Male,0,243,10.62,1
57,38916,Female,0,172,42.23,1
19,41502,Female,0,293,50.56,1
51,104962,Female,0,111,5.37,1
35,58900,Male,1,109,36.76,1
24,94049,Female,1,97,29.45,1
55,61808,Male,0,43,7.58,1
59,84962,Female,1,157,41.31,1
24,58521,Female,0,286,22.27,1
21,38140,Male,1,108,47.99,1
33,89445,Female,0,211,29.45,1
23,106238,Male,0,195,56.39,1
37,31461,Female,0,70,53.94,1
48,74256,Female,0,79,39.87,1
36,66084,Male,0,262,1.32,1
39,92179,Male,0,85,35.75,1
38,82828,Female,0,195,48.01,1
35,76841,Male,0,294,25.57,1
49,36900,Male,0,138,28.75,1
51,84907,Female,1,229,42.48,1
44,64278,Female,0,258,42.96,1
55,51438,Male,0,109,45.27,1
47,78519,Female,1,170,57.49,1
50,61908,Female,1,230,28.29,1
44,98203,Male,0,117,50.99,1
40,67748,Male,1,127,20.78,1
36,89658,Female,0,183,18.21,1
48,93323,Male,0,122,9.88,1
21,80647,Male,0,48,53.37,1
36,28141,Male,0,95,49.94,1
55,61209,Male,0,233,42.8,1
57,40710,Female,0,136,46.13,1
39,36549,Male,0,53,39.81,1
26,15000,Female,0,93,36.47,1
48,47337,Male,0,286,53.29,1
27,67636,Female,1,290,35.77,1
27,73637,Male,1,96,56.52,1
47,75214,Female,1,238,22.93,1
27,84912,Female,0,140,8.89,1
53,67730,Female,0,258,12.82,1
35,52841,Male,0,189,11.03,1
36,71606,Female,1,43,29.83,1
40,34807,Female,0,122,36.25,1
21,63186,Male,0,117,8.63,1
29,97107,Male,0,108,19.83,1
41,40532,Male,0,78,39.77,1
30,61036,Female,0,184,55.7,1
21,63605,Female,1,198,15.82,1
44,91191,Female,1,106,8.73,1
55,63886,Female,0,103,17.47,1
56,108852,Male,0,208,42.47,1
25,82203,Male,0,109,37.12,1
43,84550,Male,1,194,4.51,1
51,62038,Male,0,100,48.86,1
26,20482,Female,0,60,5.73,1
27,90594,Male,1,240,56.03,1
18,44061,Male,1,148,39.18,1
25,113234,Female,0,104,4.01,1
27,93145,Female,1,228,46.51,1
42,50672,Male,1,126,22.53,1
48,77764,Female,1,234,27.16,1
56,51418,Female,0,211,4.29,1
20,109802,Female,0,212,24.51,1
56,144511,Female,0,229,36.75,1
55,38293,Male,0,105,5.05,1
52,47804,Female,1,162,38.6,1
25,93976,Male,1,44,59.73,1
18,84677,Male,0,30,9.21,1
22,44282,Male,0,287,54.51,1
44,61777,Male,0,278,29.83,1
43,71429,Male,0,122,26.25,1
43,61422,Male,0,137,37.77,1
28,56879,Female,0,68,58.63,1
51,32347,Female,0,78,41.68,1
58,112587,Male,0,94,23.92,1
19,80910,Female,1,286,46.74,1
38,112798,Female,1,189,51.64,1
43,53843,Female,0,109,30.07,1
29,64071,Female,0,224,53.59,1
26,81011,Male,0,35,22.24,1
58,42964,Female,1,137,55.15,1
40,97161,Female,0,216,36.08,1
59,50109,Female,1,104,1.27,1
22,81477,Female,0,204,58.73,1
26,70244,Male,1,83,22.78,1
27,72786,Male,0,182,13.23,1
27,92481,Male,0,176,42.75,1
31,29947,Male,0,131,26.23,1
53,37144,Male,1,72,21.31,1
27,73799,Female,1,226,56.03,1
54,74837,Female,0,226,27.93,1
58,53834,Female,0,282,37.85,1
55,65690,Male,0,72,38.83,1
39,15000,Female,1,235,32.94,1
40,89064,Female,1,275,58.77,1
33,96795,Male,1,138,55.83,1
28,73663,Female,0,145,36.91,1
52,50150,Female,0,291,54.32,1
37,73694,Female,0,183,55.75,1
54,76347,Female,0,101,6.0,1
58,45472,Female,0,73,37.5,1
22,103826,Male,0,249,42.03,1
53,114164,Male,0,92,47.53,1
30,85567,Male,0,238,41.19,1
34,30691,Male,0,65,38.82,1
43,70786,Female,1,174,12.21,1
37,74291,Female,1,179,29.59,1
56,120417,Female,0,32,32.65,1
50,74574,Male,1,123,16.44,1
47,28816,Female,0,226,24.52,1
33,56582,Female,0,110,47.74,1
24,65134,Male,0,142,2.89,1
47,82494,Female,0,128,14.8,1
19,69262,Female,0,160,23.46,1
29,60680,Female,0,242,36.49,1
57,30372,Female,0,276,27.93,1
18,52475,Male,0,272,29.2,1
20,62050,Male,1,217,26.64,1
25,65404,Female,0,234,5.33,1
43,110485,Male,0,185,18.57,1
57,86733,Male,0,93,7.45,1
28,47457,Male,0,289,51.06,1
38,84662,Female,0,210,37.69,1
22,38357,Female,1,243,59.57,1
57,41388,Female,0,168,21.24,1
43,52634,Female,1,195,45.2,1
38,67935,Female,0,74,26.93,1
26,88168,Male,0,206,56.94,1
34,81490,Male,0,260,11.44,1
54,85215,Female,0,275,20.0,1
19,97302,Female,1,31,11.3,1
57,92143,Female,1,265,24.77,1
45,57162,Male,0,108,33.83,1
44,53161,Female,0,214,12.85,1
57,86933,Female,0,128,34.57,1
18,98084,Female,1,45,17.56,0
28,84499,Male,1,128,21.03,1
56,94322,Male,0,254,19.56,1
35,80035,Female,1,77,13.61,1
44,104628,Male,0,91,16.2,1
27,56222,Female,1,296,6.16,1
53,94751,Female,1,93,5.02,1
38,67630,Female,1,202,39.02,1
45,40155,Female,1,261,51.53,1
18,62876,Female,1,268,47.61,1
31,85239,Male,0,92,36.06,1
37,103874,Female,0,98,58.63,1
26,71832,Female,0,31,4.9,1
44,60217,Male,0,131,40.93,1
21,86367,Male,1,99,8.02,1
54,27932,Male,1,212,56.56,1
35,74023,Female,0,67,51.93,1
48,24113,Male,1,86,24.49,1
56,35683,Female,0,53,2.99,1
27,41755,Male,0,161,9.48,1
26,80147,Male,1,89,57.97,1
45,60163,Male,1,142,58.75,1
45,45611,Female,0,138,2.73,1
30,89019,Male,0,150,25.31,1
35,49192,Female,0,195,42.91,1
29,78054,Male,1,70,15.7,1
25,72600,Female,0,268,44.79,1
40,61030,Male,0,67,49.74,1
22,68143,Male,0,231,37.64,1
24,89545,Male,0,68,9.83,1
32,35344,Female,0,259,4.33,1
20,117485,Male,0,86,52.63,1
35,60495,Female,0,107,54.95,1
55,79046,Male,1,188,18.01,1
43,37593,Male,0,146,8.21,1
55,126364,Male,0,132,8.24,1
50,40313,Male,0,92,20.46,1
38,72247,Male,0,162,36.54,1
34,95659,Female,0,282,53.48,1
19,91847,Male,0,62,26.02,1
42,91566,Male,0,114,55.53,1
58,64607,Male,0,132,58.19,1
36,122672,Female,0,296,29.97,1
55,55291,Female,0,293,33.34,1
42,71389,Female,0,153,22.96,1
56,61045,Female,0,127,26.39,1
21,55140,Female,0,36,31.49,1
20,98568,Female,1,217,41.55,1
51,99570,Male,0,48,38.94,1
59,77029,Male,0,107,16.36,1
27,93806,Female,0,182,57.62,1
44,47827,Female,0,207,46.75,1
43,50088,Male,1,69,38.49,1
44,15000,Female,0,128,13.05,1
18,15000,Male,0,266,40.25,1
37,108605,Male,0,242,5.2,1
42,69479,Male,1,85,45.6,1
27,91305,Male,0,34,49.97,1
18,77524,Male,0,283,36.1,1
33,93131,Male,1,179,20.82,1
28,88645,Male,0,128,16.9,1
21,28241,Male,1,291,19.76,1
52,97982,Male,0,150,49.91,1
30,84839,Male,0,242,4.83,1
38,15000,Female,1,107,20.87,1
32,83746,Female,0,203,24.19,1
27,26641,Male,0,232,29.07,1
55,106236,Male,0,89,37.43,1
28,88699,Male,1,145,38.13,1
49,73877,Male,1,37,20.05,1
50,76699,Male,0,291,25.23,1
37,34426,Female,0,50,9.77,0
53,85502,Female,1,186,6.01,1
47,62803,Female,1,219,12.99,1
27,48894,Female,0,107,4.34,1
32,53044,Female,1,299,16.18,1
46,36112,Female,1,133,1.58,1
18,120933,Male,0,108,9.72,1
38,91741,Female,0,173,58.86,1
32,97257,Female,1,297,57.87,1
20,39998,Male,0,185,18.94,1
50,18702,Male,0,114,52.56,1
55,64334,Female,0,208,14.44,1
36,64704,Male,0,216,52.68,1
21,75710,Female,0,155,32.39,1
29,122416,Female,0,231,3.62,1
42,47986,Male,0,223,13.12,1
51,28529,Female,1,97,57.41,1
34,41587,Female,0,206,48.51,1
23,75625,Male,0,192,11.88,1
29,111583,Female,1,262,12.78,1
32,87454,Male,0,173,23.04,1
34,35451,Female,0,107,37.8,1
18,112312,Male,1,101,48.39,1
31,53598,Male,1,146,1.66,1
19,21169,Male,0,30,49.33,1
21,72857,Female,0,59,18.82,1
19,64037,Male,0,226,21.16,1
43,117691,Male,1,273,38.88,1
57,38121,Male,0,171,57.73,1
50,110489,Male,0,142,11.59,1
56,50922,Female,1,66,5.38,1
23,53537,Female,0,165,26.63,1
47,54066,Male,0,298,31.45,1
39,105472,Female,0,93,44.39,1
44,33555,Male,0,286,28.67,1
36,50284,Female,1,273,24.11,1
27,71466,Female,0,109,22.97,1
23,78098,Female,1,104,50.67,1
43,88463,Male,0,231,6.06,1
59,59960,Male,1,182,49.98,1
20,94022,Female,1,224,4.62,1
20,15000,Male,0,90,43.71,1
23,78569,Male,0,201,39.3,1
27,82880,Male,1,151,57.67,1
55,48627,Male,0,211,29.38,1
30,86113,Female,1,174,52.64,1
55,48227,Male,0,79,50.63,1
29,66941,Male,1,104,40.75,1
44,36265,Female,1,291,6.94,1
25,80684,Male,1,108,15.26,1
22,92662,Male,0,166,40.98,1
53,55534,Female,0,221,58.69,1
55,69755,Male,0,198,45.67,1
47,70988,Female,0,136,25.21,1
54,60495,Male,0,140,16.54,1
46,77602,Female,0,202,47.61,1
39,133719,Female,1,129,45.57,1
31,105929,Female,1,117,36.45,1
27,62696,Female,0,101,25.28,1
28,80964,Female,0,168,31.51,1
52,65354,Male,0,274,54.75,1
40,56514,Female,0,107,39.25,1
25,102813,Female,0,206,13.89,1
38,69641,Female,0,66,19.85,1
54,70188,Female,0,132,12.62,1
45,144760,Male,0,150,54.45,1
48,85956,Female,0,171,55.13,1
